epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
0,0.15611879527568817,0.5262191295623779,0.0003000000142492354,2.1759207248687744,0.1153109222650528,0.5215439796447754,1.9473025798797607
1,0.16566629707813263,0.5463131666183472,0.0003000000142492354,2.0229086875915527,0.08465424180030823,0.4900434911251068,2.1136364936828613
2,0.16631938517093658,0.5502671003341675,0.0003000000142492354,1.9866973161697388,0.16251523792743683,0.5597167611122131,1.9369174242019653
3,0.17869693040847778,0.5832956433296204,0.0003000000142492354,1.9203951358795166,0.23009929060935974,0.6450632810592651,1.8363008499145508
4,0.22220493853092194,0.6424462199211121,0.0003000000142492354,1.828993320465088,0.30081868171691895,0.7125090956687927,1.7271883487701416
5,0.276162326335907,0.6879065036773682,0.0003000000142492354,1.7474709749221802,0.3323462903499603,0.743066132068634,1.6463079452514648
6,0.35415953397750854,0.7443198561668396,0.0003000000142492354,1.6385362148284912,0.333391398191452,0.728280782699585,1.688924789428711
7,0.39900481700897217,0.7789415717124939,0.0003000000142492354,1.5448232889175415,0.4499216079711914,0.8212074041366577,1.4223179817199707
8,0.42509719729423523,0.8031716346740723,0.0003000000142492354,1.4602969884872437,0.4460895359516144,0.8243590593338013,1.4040744304656982
9,0.4385010004043579,0.8156191110610962,0.0003000000142492354,1.415358066558838,0.4932938516139984,0.8531740307807922,1.2936692237854004
10,0.45672523975372314,0.8279645442962646,0.0003000000142492354,1.3525774478912354,0.47152063250541687,0.837370753288269,1.353229284286499
11,0.4788679778575897,0.8405736088752747,0.0003000000142492354,1.296727180480957,0.4913778007030487,0.8540889620780945,1.2897891998291016
12,0.49006375670433044,0.8489117622375488,0.0003000000142492354,1.258699893951416,0.4901584982872009,0.8491128087043762,1.3172541856765747
13,0.5026900768280029,0.856957733631134,0.0003000000142492354,1.2158331871032715,0.5063577890396118,0.8589457869529724,1.2721010446548462
14,0.5146633386611938,0.8629353642463684,0.0003000000142492354,1.1822463274002075,0.5359693169593811,0.8788105845451355,1.186753273010254
15,0.5239620804786682,0.8696795701980591,0.0003000000142492354,1.1478111743927002,0.5436335206031799,0.8806200623512268,1.1882282495498657
16,0.5372104048728943,0.8763309717178345,0.0003000000142492354,1.122261881828308,0.39174360036849976,0.7454171776771545,1.9503471851348877
17,0.5488104224205017,0.8810495734214783,0.0003000000142492354,1.0937087535858154,0.5647099614143372,0.8897536396980286,1.1410846710205078
18,0.5559322237968445,0.8866167068481445,0.0003000000142492354,1.0689524412155151,0.5216861367225647,0.8584238290786743,1.3335740566253662
19,0.5721349716186523,0.8922172784805298,0.0003000000142492354,1.0338282585144043,0.5587876439094543,0.88731449842453,1.1548073291778564
20,0.5787591338157654,0.8960946798324585,0.0003000000142492354,1.0181913375854492,0.5615746378898621,0.8938382863998413,1.1250755786895752
21,0.5919763445854187,0.9020810127258301,0.0003000000142492354,0.9852069616317749,0.5878766775131226,0.8996632099151611,1.0941404104232788
22,0.6009019017219543,0.9059959053993225,0.0003000000142492354,0.9626137018203735,0.6000697016716003,0.9046668410301208,1.065811276435852
23,0.6100450754165649,0.9112798571586609,0.0003000000142492354,0.9341292381286621,0.6009405851364136,0.9027260541915894,1.084255576133728
24,0.6222360730171204,0.9155550599098206,0.0003000000142492354,0.9081517457962036,0.587179958820343,0.8981454968452454,1.1122039556503296
25,0.6254703998565674,0.9179887771606445,0.0003000000142492354,0.8965363502502441,0.6052952408790588,0.9064668416976929,1.0648492574691772
26,0.6419219374656677,0.9247127175331116,0.0003000000142492354,0.8569540977478027,0.5904894471168518,0.8933624625205994,1.1488837003707886
27,0.6503498554229736,0.9269766211509705,0.0003000000142492354,0.8423780202865601,0.6122626662254333,0.9106975197792053,1.0447384119033813
28,0.6552635431289673,0.9286036491394043,0.0003000000142492354,0.8379043340682983,0.586309015750885,0.8956287503242493,1.140929937362671
29,0.6656507253646851,0.9330648183822632,0.0003000000142492354,0.808370053768158,0.6058177947998047,0.9056143760681152,1.1024644374847412
30,0.6807339191436768,0.9374697804450989,0.0003000000142492354,0.7776721715927124,0.5688904523849487,0.8864975571632385,1.2295913696289062
31,0.7085989713668823,0.947973370552063,0.0001500000071246177,0.7020666003227234,0.6270684599876404,0.9123461842536926,1.077048897743225
32,0.7220649719238281,0.9538608193397522,0.0001500000071246177,0.6605449318885803,0.6310747265815735,0.9122365713119507,1.0871323347091675
33,0.7357487082481384,0.9574509859085083,0.0001500000071246177,0.6334879994392395,0.6220170855522156,0.9081701040267944,1.1180039644241333
34,0.7561187744140625,0.9631659388542175,7.500000356230885e-05,0.5863516330718994,0.6349068284034729,0.9115729928016663,1.1054600477218628
35,0.7652620077133179,0.9650692939758301,7.500000356230885e-05,0.5691045522689819,0.6366486549377441,0.9113436341285706,1.1199395656585693
